frame,Longitude,Latitude,Photos
0,144.69243540968,13.40477665897,"<img src='../../20210630/2021630_132859_0.jpg' width='768' height='432'>"
1800,144.68819014,13.40343315,"<img src='../../20210630/2021630_132859_1800.jpg' width='768' height='432'>"
